"id","created_at","engine","engine_version","mode","trigger","phrase_id","trial","first_text_ms","final_text_ms","visible_at_release","word_error_rate","accuracy","expected","actual"
"9C995217-DD5A-40E5-B053-F50DFC01E63D","2026-08-15T15:49:47Z","Spokenly","2.27.16","Parakeet TDT 0.6B V3 local","Spokenly deeplink","neutral-01",12,163.264396,163.264396,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"585C53CE-4B26-4623-B111-830BFA22FF1D","2026-08-15T15:49:54Z","Spokenly","2.27.16","Parakeet TDT 0.6B V3 local","Spokenly deeplink","neutral-01",13,193.969522,193.969522,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"33C15712-193A-419C-83E1-B1E62E4D4BEE","2026-08-15T15:50:01Z","Spokenly","2.27.16","Parakeet TDT 0.6B V3 local","Spokenly deeplink","neutral-01",14,168.772021,168.772021,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"E25339F0-61D4-4DD2-8CF1-B3637AEC6CC9","2026-08-15T15:50:08Z","Spokenly","2.27.16","Parakeet TDT 0.6B V3 local","Spokenly deeplink","neutral-01",15,160.45875,160.45875,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"79A4292D-AA2A-4348-967A-AC13258226D6","2026-08-15T15:50:15Z","Spokenly","2.27.16","Parakeet TDT 0.6B V3 local","Spokenly deeplink","neutral-01",16,164.005084,164.005084,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"4ED84954-B36B-45CB-84CC-120D48F50DA2","2026-08-15T15:50:22Z","Spokenly","2.27.16","Parakeet TDT 0.6B V3 local","Spokenly deeplink","neutral-01",17,186.382146,186.382146,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"B6612BFD-1760-4F53-A07E-F45037809A44","2026-08-15T15:50:29Z","Spokenly","2.27.16","Parakeet TDT 0.6B V3 local","Spokenly deeplink","neutral-01",18,208.012833,208.012833,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"9AC5287E-145E-470A-AD53-77FCEC691610","2026-08-15T15:50:36Z","Spokenly","2.27.16","Parakeet TDT 0.6B V3 local","Spokenly deeplink","neutral-01",19,192.577625,192.577625,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"E2882A93-EC57-479D-8F25-5989D16A687E","2026-08-15T15:50:43Z","Spokenly","2.27.16","Parakeet TDT 0.6B V3 local","Spokenly deeplink","neutral-01",20,206.181813,206.181813,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"B3C3CBBE-FFF9-4E98-B2D5-B52CAA08BCF1","2026-08-15T15:50:50Z","Spokenly","2.27.16","Parakeet TDT 0.6B V3 local","Spokenly deeplink","neutral-01",21,163.633521,163.633521,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"E74B9FDF-3EF8-44A8-87CA-03AB50364387","2026-08-15T15:50:57Z","Spokenly","2.27.16","Parakeet TDT 0.6B V3 local","Spokenly deeplink","neutral-01",22,158.43625,158.43625,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"1AE979EB-89C9-4E01-81E6-26FEF0EA9E61","2026-08-13T10:16:42Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",2,140.389646,140.389646,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant."
"1D744FB2-33F5-4167-AA01-1D94607050FC","2026-08-13T10:16:47Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",3,132.744021,132.744021,false,0.2857142857142857,0.7142857142857143,"Fast speech to text should feel instant.","That speech to text should be instant."
"7FC2B5AD-E6BE-45B3-BDAC-66FF783466E4","2026-08-13T10:16:53Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",4,125.739542,125.739542,false,0.14285714285714285,0.8571428571428572,"Fast speech to text should feel instant.","That speech to text should feel instant."
"78C4BF64-7A2D-4D24-8A7A-6BCF255BB2D2","2026-08-13T10:16:58Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",5,112.719541,112.719541,false,0.42857142857142855,0.5714285714285714,"Fast speech to text should feel instant.","That speech to text should feel insane. How?"
"DE07F798-9507-4325-9CBC-FEC0A9E7A7DF","2026-08-13T10:17:03Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",6,117.788583,117.788583,false,0.2857142857142857,0.7142857142857143,"Fast speech to text should feel instant.","That speech to text should be instant."
"5335F484-E56F-43B8-B855-A91D3F8E2B39","2026-08-13T10:17:08Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",7,126.204396,126.204396,false,0.5714285714285714,0.4285714285714286,"Fast speech to text should feel instant.","Well, that speech to test me feel instant."
"78BE3EF2-FA73-49D3-A63C-DB59C4D59B8F","2026-08-13T10:17:14Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",8,139.7645,139.7645,false,0.2857142857142857,0.7142857142857143,"Fast speech to text should feel instant.","That speech to text should be instant."
"84246AE6-421C-478C-B463-E797F30516B3","2026-08-13T10:17:19Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",9,141.36875,141.36875,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant."
"20BD2BE3-2170-4ADC-A5C9-0B94F2F002C2","2026-08-13T10:17:24Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",10,124.701125,124.701125,false,0.14285714285714285,0.8571428571428572,"Fast speech to text should feel instant.","No, speech to text should feel instant."
"C17C6648-05A3-427A-8BD0-174C4D71DBC9","2026-08-13T10:17:30Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",11,132.619459,132.619459,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant."
"CD37D69E-5763-4B7C-A51B-8F75F8F008C3","2026-08-13T10:17:34Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",12,111.642813,111.642813,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant."
"D65F0CF5-43FA-48C2-AD94-E68899085151","2026-08-13T10:17:40Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",13,114.985021,114.985021,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant."
"D36D74BA-04D5-417F-B8AB-A8DD713175E3","2026-08-13T10:17:45Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",14,113.992751,113.992751,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant."
"FCBD6555-3E69-4CE9-B1FF-9D0B03E98482","2026-08-13T10:17:51Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",15,136.37498,136.37498,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant."
"6E9BB783-8484-481B-AB00-56D82D21CB85","2026-08-13T10:17:56Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",16,116.785584,116.785584,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant."
"B7AD5976-057B-4612-8073-8A339691887C","2026-08-13T10:18:02Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",17,120.779583,120.779583,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant."
"5BE0BAAC-BDC9-4C9B-AB28-4C7F7B21F0F0","2026-08-13T10:18:07Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",18,107.962001,107.962001,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant."
"F1DCF64E-6D7B-4A76-B84B-C22C60313F47","2026-08-13T10:18:12Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",19,118.737354,118.737354,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant."
"4E73A2B9-2DBB-4819-8E92-09BC9ECC9913","2026-08-13T10:18:18Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",20,112.982188,112.982188,false,0.14285714285714285,0.8571428571428572,"Fast speech to text should feel instant.","Fast age to text should feel instant."
"9B78E702-96D3-48D9-BB4F-D5223D89963D","2026-08-13T10:18:23Z","Talkify","development","Apple SpeechAnalyzer","Fn","neutral-01",21,135.339292,135.339292,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant."
"777B104E-7573-4211-8BF9-9B2F8B5BA295","2026-08-13T16:33:09Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",17,335.65223,335.65223,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"12D1228B-416C-4B29-B1E4-9D77F3C51B29","2026-08-13T16:33:16Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",18,310.586292,310.586292,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"0C342D5E-E2E8-477F-9163-1B5883332C5F","2026-08-13T16:33:24Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",19,309.529729,309.529729,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"26A91ABD-73CB-4ECF-9050-D940BC5C0BFB","2026-08-13T16:33:31Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",20,323.858896,323.858896,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"F5DBA29D-A15A-493F-90D9-56805F0FED60","2026-08-13T16:33:39Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",21,313.712917,313.712917,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"54EBE4A5-0279-4C1D-8694-CCA770A51459","2026-08-13T16:33:46Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",22,314.011416,314.011416,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"1DDAE451-4BB1-43BF-BFC4-28DF1A8F2319","2026-08-13T16:33:54Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",23,351.224271,351.224271,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"3AC5308F-B8E6-45EA-941D-680D4FC98F73","2026-08-13T16:34:02Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",24,343.685688,343.685688,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"7FAA63B6-6CC9-44CE-9528-2640DF06C0DE","2026-08-13T16:34:10Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",25,374.832375,374.832375,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"61194629-E25D-4112-97B4-6A2C57D18F62","2026-08-13T16:34:17Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",26,319.087271,319.087271,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"9FF1DA3C-D2D7-4DB5-A8F5-7EC7D76DAE80","2026-08-13T16:34:25Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",27,337.330355,337.330355,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"23D3E7EE-2826-413D-8D18-39454F6BCCBF","2026-08-13T16:34:33Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",28,320.614084,320.614084,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"47AE0DFB-C0EB-40AA-A4FE-1C9A2384D784","2026-08-13T16:34:41Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",29,317.645646,317.645646,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"96357D9E-2CE2-4C45-BEBA-AEA0780DDC1F","2026-08-13T16:34:49Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",30,308.302583,308.302583,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"12AD1266-8052-4424-96D6-BD7D91F52AE6","2026-08-13T16:34:56Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",31,326.521854,326.521854,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"A29A0FF1-0BDC-4A23-9E47-BF829152FE6E","2026-08-13T16:35:04Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",32,324.108875,324.108875,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"181F9AA8-19B9-44B1-903E-541B38C191AE","2026-08-13T16:35:12Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",33,332.544791,332.544791,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"08755112-2017-4413-8A3B-BBF8C5EDEA14","2026-08-13T16:35:19Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",34,339.152876,339.152876,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"BD85FBE5-A01B-456F-A9F0-9562630E728B","2026-08-13T16:35:26Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",35,327.010021,327.010021,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"DF8CECB7-08F6-4233-BBD2-39A0FCABD48B","2026-08-13T16:35:34Z","VoiceInk","2.11","Parakeet V3 local","⌥ Space","neutral-01",36,316.541459,316.541459,false,0,1,"Fast speech to text should feel instant.","Fast speech to text should feel instant. "
"9C079529-E5F4-49BC-962B-D78DE3B62926","2026-08-13T10:12:59Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",2,524.534813,524.534813,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"5B7D8416-4387-494D-8E36-C86C00DA1C0E","2026-08-13T10:13:05Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",3,643.065667,643.065667,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"B84B0E79-695D-4D32-AC6C-9CC997D453C5","2026-08-13T10:13:11Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",4,588.367292,588.367292,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"A063D785-3C96-4141-9F88-B68A41980955","2026-08-13T10:13:16Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",5,535.655834,535.655834,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"9489495C-3266-4AC7-9E64-3A967D26DD17","2026-08-13T10:13:22Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",6,584.640167,584.640167,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"E83F029F-D1BD-4872-9EC5-95BE84374D19","2026-08-13T10:13:28Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",7,792.12175,792.12175,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"83130E4C-9DAF-4761-95D4-ECABAAA64264","2026-08-13T10:13:34Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",8,521.912313,521.912313,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
"0867F531-70A6-43B2-B908-129B255DCC66","2026-08-13T10:13:40Z","Wispr Flow","1.6.492","Default","Fn","neutral-01",9,538.50325,538.50325,false,0,1,"Fast speech to text should feel instant.","Fast speech-to-text should feel instant. "
